#,A,+,B,->,C,0.1,D,Al-B-Be-C-Cl-F-H-N-O-P-S-Si,RE (kcal mol-1),CCSD(T) error,ACCSD(T) error,MBPT(2) error,B2PLYP error,B2GPPLYP error,B2IPPLYP error,PWPB95 error,CAM-B3LYP error,wB97X error,CAM-QTP01,M06-2X error,M06 error,TPSSh error,O3LYP error,PW6B95 error,B3LYP error,PBE0 error,TPSS error,OLYP error,BLYP error,BP86 error,PBE error
8445,c2h2,+,o2,->,t-hcoh,+,co,C2-H2-O2,-55.855,1.37436176,1.722211925,-12.74297708,-5.21278201,-3.974458908,-4.88149008,-1.408655213,5.121694026,5.355180117,-3.497207281,0.303598484,-1.259584312,10.86149566,11.57298042,6.206552744,7.336548001,10.22138076,12.09566191,13.66115564,10.37965471,12.55480721,13.89336679
8446,c2h2,+,o2,->,c-hcoh,+,co,C2-H2-O2,-51.025,1.517416713,1.850897487,-12.90825835,-5.226270186,-4.091962,-4.93258263,-1.421833817,5.584438681,5.927767507,-4.194332301,0.63516026,-1.250139183,10.9426294,11.64961271,6.396487974,7.456190497,10.45125471,11.98984989,13.21634061,10.08906044,12.37698003,13.68093494
8447,c2h2,+,o2,->,cch,+,hoo,C2-H2-O2,84.653,-0.02993647,0.003290132,-20.97034633,-4.73092526,-5.975865781,-5.999574859,-2.253818566,3.348463939,4.879252402,-3.769074853,0.628474658,0.110612155,1.739404473,5.536563815,4.167579739,2.828645015,2.434473587,1.73103938,4.955678753,2.602875466,2.184850329,2.939231933
8448,c2h2,+,o2,->,hooh,+,c2,C2-H2-O2,110.237,0.93710185,-0.600841876,-12.35346648,-17.28626533,-18.49632333,-15.13638047,-15.95441255,40.34858306,42.95385605,-46.56337816,31.01672588,25.79625444,31.60950284,32.05173436,33.00005468,32.35071592,36.75539148,26.91074408,25.91975049,22.17320228,23.85809944,24.56536724
8449,c2h2,+,t-hooo,->,ketene,+,hoo,C2-H3-O3,-70.173,1.728834631,2.746900508,7.627946807,6.410773958,11.67593189,8.860665543,7.27453407,-7.383083164,-8.885873817,10.8434205,-9.939011012,-10.3705163,-1.664429648,-3.947164113,-7.603457902,-3.802513489,-8.095022904,2.987355835,2.321008161,5.829169991,3.567295957,3.301711376
8450,c2h2,+,t-hooo,->,formic,+,hco,C2-H3-O3,-142.499,2.20074084,3.392431059,17.1323272,5.560030416,12.64534199,9.171705458,5.164886002,-4.813902227,-5.342088092,10.12237162,-8.488842425,-9.090579735,4.970512822,0.439631185,-3.346803531,1.017600365,-2.871312254,10.74368152,9.437247682,13.1636766,11.25816266,11.24962932
8451,c2h2,+,t-hooo,->,hco,+,dioxirane,C2-H3-O3,-50.629,2.341378626,3.213085622,14.84102814,3.674476272,9.668796095,7.126997894,5.779081292,-2.472032202,-4.574528685,6.114400394,-7.758465863,-5.524896883,-1.932863331,0.821126178,-3.793206639,1.687426578,-3.088187455,1.840790842,6.050140904,10.51783554,7.47989554,7.356067299
8452,c2h2,+,t-hooo,->,oxirene,+,hoo,C2-H3-O3,7.217,0.893804534,1.681537852,5.571084442,2.645890424,7.746881598,5.296469761,5.586212603,-2.695880201,-5.634475553,6.34253112,-8.774509633,-5.414166823,-0.407179576,-0.257849433,-4.480190693,1.252651581,-4.505750574,3.521935572,5.3052556,9.817442709,6.114567253,5.598420226
8453,c2h2,+,s2o,->,h2co,+,cs2,C2-H2-S2-O1,-41.13,5.470930059,5.789551546,4.844230389,3.519362356,3.983382859,3.274013047,4.039627754,-7.241625267,-7.010746697,6.838511345,-8.72996673,-8.060913794,-8.060780262,-6.996047595,-7.905473374,-7.926446043,-8.387585897,-6.922001405,-7.413647937,-5.749791095,-5.48987487,-5.341778338
8454,c2h2,+,s2o,->,t-hcoh,+,cs2,C2-H2-S2-O1,11.051,5.861215875,6.16327147,1.21637322,2.056866751,2.412132298,1.485665133,3.069653654,-6.84600012,-6.789865054,6.983802987,-9.363956546,-8.222322591,-6.111434753,-4.98182086,-6.613791106,-6.893016583,-7.009675694,-4.684952369,-5.366224471,-4.207497952,-3.927650551,-3.162340511
8455,c2h2,+,s2o,->,c-hcoh,+,cs2,C2-H2-S2-O1,15.881,6.004270828,6.291957032,1.051091951,2.043378576,2.294629206,1.434572584,3.05647505,-6.383255465,-6.217277663,6.286677967,-9.03239477,-8.212877462,-6.030301015,-4.905188565,-6.423855875,-6.773374086,-6.779801742,-4.790764388,-5.8110395,-4.498092219,-4.105477732,-3.374772354
8456,c2h2,+,s2o,->,ketene,+,s2,C2-H2-S2-O1,-23.407,5.654025872,6.079049506,6.161222433,4.715724163,5.001164778,3.580605877,4.822456677,-13.73880492,-14.13123503,15.21796418,-10.90623319,-10.25190077,-11.07214554,-10.71475101,-11.44829578,-11.93613986,-14.26640996,-8.651296194,-9.450701745,-7.547346051,-8.49399084,-8.425562065
8457,c2h2,+,s2o,->,oxirene,+,s2,C2-H2-S2-O1,53.983,4.818995775,5.01368685,4.104360069,0.950840629,1.072114481,0.016410095,3.13413521,-9.051601952,-10.87983677,10.71707479,-9.741731815,-5.295551288,-9.814895464,-7.025436333,-8.325028576,-6.880974787,-10.67713763,-8.116716458,-6.466454305,-3.559073333,-5.946719545,-6.128853215
8458,c2h2,+,no2,->,h2cn,+,co2,C2-H2-O2-N1,-100.483,1.26982847,1.591133532,-7.492085895,-1.703426836,-0.146922091,-2.27917369,-0.366889275,-2.710403331,-2.045173934,4.830061655,-3.341676937,-7.373578532,2.376671335,4.674462187,-1.339111099,-0.405198068,-0.218529065,5.854866699,8.090205077,6.818038014,8.020190679,9.152473342
8459,c2h2,+,no2,->,ketene,+,no,C2-H2-O2-N1,-52.8,1.278837203,1.722280764,-4.571461051,-1.194166702,0.220628634,-1.478102319,0.799651652,-3.064889381,-3.279688577,5.099420156,-5.021150284,-2.077522883,1.830363712,3.723163112,-2.156923333,-0.522776343,-0.661687801,4.662426479,6.109825734,5.294052195,6.202922387,6.834319899
8460,c2h2,+,no2,->,formic,+,cn,C2-H2-O2-N1,-49.842,1.151326314,1.428109601,-7.448811773,-6.426865244,-5.949718269,-7.039159335,-5.402653512,6.84937275,7.979212464,-5.188840199,0.31819155,2.311181918,11.19308195,12.26764714,7.310605098,8.403220983,9.400563504,13.40993818,14.45646099,12.67734082,14.15452201,15.38679177
8461,c2h2,+,no2,->,hcnh,+,co2,C2-H2-O2-N1,-92.983,0.908590116,1.248564431,-4.071839833,-0.562273674,1.127541733,-0.622042259,0.203996665,-1.950090071,-0.746911414,3.964127966,-3.417982228,-6.447084923,3.468062924,2.909993716,-0.975799748,0.101721632,0.117936252,6.343594489,6.763083069,5.981235985,6.645477832,7.512765084
8462,c2h2,+,no2,->,cch,+,c-hono,C2-H2-O2-N1,55.025,0.864561364,0.853425336,-10.28717813,-6.984029247,-7.031254442,-7.704817139,-5.594705662,4.658146239,4.754224375,-3.457314494,-1.3428909,1.589811747,6.834663458,8.250979774,6.282936133,6.093347418,5.503616715,7.877128061,8.380318576,7.998877043,7.710607053,8.486091531
8463,c2h2,+,no2,->,cch,+,t-hono,C2-H2-O2-N1,54.595,0.588256553,0.564851102,-10.55744499,-6.985578482,-7.189599282,-7.756450932,-5.764391239,5.019335981,5.22701339,-4.194998098,-0.643883472,1.865097578,6.754023587,8.524206453,6.607950398,6.086042063,5.882360799,7.577279611,8.172215801,7.530494873,7.472364142,8.373954801
8464,c2h2,+,no2,->,hco,+,hocn,C2-H2-O2-N1,-56.081,1.180021246,1.563725884,-3.128530611,-2.157590391,-0.167563502,-2.025938266,-1.112371378,0.107234068,2.081429479,2.385068154,-4.051929121,-2.174668624,7.548708459,7.722945634,1.765312807,3.023487149,4.070955485,10.69161716,11.65171142,9.361851502,11.0348445,12.22462483
8465,c2h2,+,no2,->,hco,+,hnco,C2-H2-O2-N1,-80.752,0.780804615,1.234362122,-2.467927389,0.69736191,2.26691661,0.613772324,1.274514508,-3.392314362,-1.531787303,5.381837386,-4.672023934,-7.074996398,2.525201348,1.693453361,-2.151928099,-1.269325566,-0.691107779,5.208047564,5.546697569,4.174835896,5.255712063,6.147607524
8466,c2h2,+,no2,->,hco,+,hcno,C2-H2-O2-N1,-10.986,0.311837071,0.538742674,-0.877413748,1.871685323,2.252178682,1.824155273,2.065954013,-2.361599979,0.18900948,2.44627962,-3.907761981,-6.350718602,-1.106427338,-1.977607957,-2.739983959,-2.615118742,-1.897394538,-0.542384666,-0.334651094,-1.488811791,-0.949486471,-0.56423226
8467,c2h2,+,no2,->,hco,+,honc,C2-H2-O2-N1,3.836,1.739687251,2.09370257,-6.830978108,-2.876574394,-1.649956004,-3.258278037,-0.744336874,-1.210994848,0.441442317,3.506200958,-5.730346812,-2.170546082,4.805792194,6.537186048,0.624528245,1.589818496,2.983025641,7.265584778,8.974723137,6.618709711,8.224397905,9.730134048
8468,c2h2,+,no2,->,oxirene,+,no,C2-H2-O2-N1,24.59,0.443807106,0.656918108,-6.628323416,-4.959050235,-3.708421663,-5.042298101,-0.888669815,1.622313582,-0.028290314,0.598530773,-3.856648905,2.878826596,3.087613784,7.412477792,0.966343876,4.532388726,2.927584529,5.197006216,9.094073174,9.282324913,8.750193683,9.131028749
8469,c2h2,+,no2,->,dioxirane,+,cn,C2-H2-O2-N1,42.028,1.291964101,1.248764164,-9.740110828,-8.312419387,-8.926264167,-9.083866899,-4.788458221,9.191242774,8.746771872,-9.196811429,1.048568112,5.876864771,4.289705802,12.64914213,6.864201991,9.073047196,9.183688304,4.507047509,11.06935422,10.03149976,10.37625489,11.49322974
8470,c2h2,+,clo,->,cch,+,hocl,C2-H2-Cl1-O1,38.58,1.412035204,1.382112856,6.666557435,-3.671080721,-3.025621383,-3.208452486,-3.772363539,5.040124869,4.80743794,-4.465059724,-1.379948984,0.153316761,5.994267965,4.999448204,5.845779421,5.785845331,4.184653585,6.652002925,5.537606723,7.040354074,5.528812817,5.860066795
8471,c2h2,+,cl2o,->,h2co,+,ccl2,C2-H2-Cl2-O1,-45.033,1.089963987,1.315848175,-1.668056237,-0.588791756,-0.055378464,-0.727772329,0.334503796,-0.171130391,-3.948455106,0.265833453,1.082928763,-8.337305285,-2.451113085,-3.731833622,-2.730394057,-0.881565805,-4.277283461,-1.295742446,-5.510839989,1.214186573,-1.349813964,-1.719916622
8472,c2h2,+,cl2o,->,t-hcoh,+,ccl2,C2-H2-Cl2-O1,7.148,1.480249802,1.689568099,-5.295913407,-2.051287361,-1.626629025,-2.516120243,-0.635470303,0.224494756,-3.727573463,0.411125095,0.448938947,-8.498714082,-0.501767575,-1.717606887,-1.438711789,0.151863656,-2.899373258,0.94130659,-3.463416523,2.756479717,0.212410355,0.459521205
8473,c2h2,+,cl2o,->,c-hcoh,+,ccl2,C2-H2-Cl2-O1,11.978,1.623304755,1.818253661,-5.461194676,-2.064775537,-1.744132117,-2.567212792,-0.648648907,0.687239411,-3.154986072,-0.285999925,0.780500723,-8.489268953,-0.420633838,-1.640974592,-1.248776558,0.271506152,-2.669499306,0.83549457,-3.908231552,2.465885449,0.034583173,0.247089362
8474,c2h2,+,cl2o,->,ketene,+,cl2,C2-H2-Cl2-O1,-86.23,0.53271773,0.86159115,2.302442645,2.344170838,3.223315894,2.339341906,3.326765305,-4.525157266,-6.569026747,5.612799141,-3.748433351,-10.12356602,-3.341490619,-7.75731639,-6.103777395,-3.839163606,-7.883548613,-1.453820264,-5.535409409,-0.181589515,-3.06976014,-3.974917476
8475,c2h2,+,cl2o,->,oxirene,+,cl2,C2-H2-Cl2-O1,-8.84,-0.302312367,-0.203771506,0.245580281,-1.420712696,-0.705734402,-1.224853876,1.638443838,0.162045697,-3.317628483,1.111909758,-2.583931973,-5.167216545,-2.084240547,-4.06800171,-2.980510186,1.216001463,-4.294276283,-0.919240528,-2.551161969,3.806683203,-0.522488844,-1.678208626
8476,c2h2,+,of,->,h2co,+,cf,C2-H2-O1-F1,-48.779,1.859311236,2.047396822,4.828499947,0.728270132,2.17459744,1.155993386,0.884684449,-2.004646959,-2.225112092,3.661047584,-2.58311481,-7.223726791,1.300335148,0.062074055,-0.759491081,0.073993041,0.167786486,2.956126635,1.458015873,3.853692704,3.611799122,4.58250109
8477,c2h2,+,of,->,t-hcoh,+,cf,C2-H2-O1-F1,3.402,2.249597052,2.421116746,1.200642777,-0.734225473,0.603346879,-0.632354528,-0.085289651,-1.609021812,-2.004230448,3.806339225,-3.217104626,-7.385135588,3.249680657,2.07630079,0.532191187,1.107422502,1.545696689,5.193175671,3.505439339,5.395985848,5.174023441,6.761938917
8478,c2h2,+,of,->,c-hcoh,+,cf,C2-H2-O1-F1,8.232,2.392652005,2.549802308,1.035361508,-0.747713649,0.485843787,-0.683447078,-0.098468255,-1.146277157,-1.431643058,3.109214205,-2.885542851,-7.375690459,3.330814395,2.152933085,0.722126417,1.227064998,1.775570641,5.087363651,3.06062431,5.10539158,4.99619626,6.549507073
8479,c2h2,+,of,->,cch,+,hof,C2-H2-O1-F1,33.784,0.059578607,-0.215019456,2.285000352,-4.12569641,-4.26452113,-3.918146012,-4.247274805,6.203891964,6.666699332,-6.292390869,0.369623792,0.293919342,6.69026336,4.39612608,6.257986312,6.057785705,5.233512908,6.691816589,4.744004382,5.935570188,4.709964388,4.955095713
8480,c2h2,+,oclo,->,ketene,+,clo,C2-H2-O2-Cl1,-65.264,6.816451781,7.115127053,-11.68717784,0.59241698,0.793468841,-0.846847532,3.428096139,-9.429670231,-8.807317561,10.58387696,-10.86813879,-8.206056677,-5.218530197,-2.235751223,-7.894862219,-8.023787427,-7.292040502,-2.521143162,-0.662137915,-2.908222221,-0.854338535,-0.21307242
8481,c2h2,+,oclo,->,oxirene,+,clo,C2-H2-O2-Cl1,12.126,5.981421685,6.049764397,-13.7440402,-3.172466554,-3.135581456,-4.411043314,1.739774673,-4.742467268,-5.555919297,6.082987576,-9.703637415,-3.249707197,-3.961280125,1.453563457,-4.77159501,-2.968622357,-3.702768171,-1.986563425,2.322109525,1.080050496,1.692932761,2.083636431
8482,c2h2,+,f2o,->,h2co,+,cf2,C2-H2-F2-O1,-134.135,1.74527665,2.367785523,4.076287078,0.513322692,3.650538593,1.142256531,1.147279613,-2.628734038,-3.731636659,6.898155084,-4.843702345,-12.24165974,4.898533933,0.412680965,-2.372096869,1.781708312,-0.859589979,9.284829516,6.056577536,11.2129903,9.687476104,10.01784126
8483,c2h2,+,f2o,->,t-hcoh,+,cf2,C2-H2-F2-O1,-81.954,2.135562466,2.741505446,0.448429909,-0.949172913,2.079288032,-0.646091383,0.177305514,-2.233108891,-3.510755015,7.043446725,-5.477692161,-12.40306854,6.847879442,2.4269077,-1.080414601,2.815137773,0.518320224,11.52187855,8.104001002,12.75528345,11.24970042,12.19727909
8484,c2h2,+,f2o,->,c-hcoh,+,cf2,C2-H2-F2-O1,-77.124,2.278617419,2.870191009,0.28314864,-0.962661089,1.96178494,-0.697183933,0.164126909,-1.770364237,-2.938167624,6.346321706,-5.146130386,-12.39362341,6.92901318,2.503539995,-0.890479371,2.934780269,0.748194177,11.41606653,7.659185974,12.46468918,11.07187324,11.98484724
8485,c2h2,+,f2o,->,ketene,+,f2,C2-H2-F2-O1,-73.199,0.506258253,0.662982048,3.296065718,1.570010389,2.708572494,1.905888795,2.224511271,-1.688706291,-2.698546488,2.587966679,-2.715343213,-7.070348451,-0.024253594,-3.30644344,-3.35151028,-1.269289508,-3.984477819,1.832798037,-0.755516836,2.394862474,0.595377585,0.004554793
8486,c2h2,+,f2o,->,hccf,+,hof,C2-H2-F2-O1,-57.82,0.357009536,0.650740765,4.238341639,0.524199685,2.551839996,1.165631119,1.249565267,0.043366691,0.21467453,2.45562008,-4.149060442,-7.751285026,5.99104707,0.460695961,-0.93274587,2.274842756,-0.239048909,9.013955311,5.965973164,8.341875409,6.771837686,6.532054326
8487,c2h2,+,f2o,->,oxirene,+,f2,C2-H2-F2-O1,4.191,-0.328771843,-0.402380608,1.239203354,-2.194873144,-1.220477802,-1.658306988,0.536189804,2.998496672,0.552851775,-1.912922704,-1.550841835,-2.113998972,1.232996478,0.38287124,-0.228243071,3.785875561,-0.395205488,2.367377774,2.228730604,6.383135192,3.142648881,2.301263643
8488,c2h2,+,fo2,->,ketene,+,of,C2-H2-O2-F1,-46.291,2.739124858,4.327425915,7.150214957,9.641887155,13.6880709,11.75934135,11.99964409,-8.00743834,-8.622936824,11.03160653,-12.45853262,-9.48760203,-2.540137033,-2.161492068,-8.039705722,-4.45996052,-8.297919611,2.865904481,4.441586327,6.59202492,4.920420148,5.075406426
8489,c2h2,+,fo2,->,formic,+,cf,C2-H2-O2-F1,-94.374,4.223687333,5.910167222,12.79083265,7.849619382,14.12397373,10.90004498,9.661753692,-5.810833548,-5.893800169,12.024017,-13.02233812,-10.14104528,6.608476218,3.739805994,-3.240863116,1.523426109,-2.268365002,14.35914201,14.31161254,17.69168675,15.7520272,16.9692233
8490,c2h2,+,fo2,->,hcof,+,hco,C2-H2-O2-F1,-142.919,3.281986753,5.015142875,16.86425699,9.40307035,15.35124925,12.80620864,10.33612654,-5.857967162,-5.345880369,11.11435054,-11.29598765,-10.17170128,5.023819043,1.032048852,-4.254341854,0.43352057,-3.081107411,11.74488652,11.1935933,14.52017428,12.94185483,13.28119102
8491,c2h2,+,fo2,->,hccf,+,hoo,C2-H2-O2-F1,-33.759,2.614932784,4.05506132,7.112428564,8.00744034,12.64415207,10.54073287,10.57484494,-5.299812642,-5.125299872,9.767803633,-13.12013813,-9.461347611,4.355288259,0.776455818,-4.953366646,-0.145869499,-4.233184581,10.55103316,10.27614747,12.51998841,10.50256695,10.62915673
8492,c2h2,+,fo2,->,oxirene,+,of,C2-H2-O2-F1,31.099,1.904094761,3.262063259,5.093352593,5.877003621,9.759020604,8.195145571,10.31132263,-3.320235377,-5.37153856,6.530717146,-11.29403124,-4.531252551,-1.282886961,1.527822612,-4.916438514,0.595204549,-4.708647281,3.400484218,7.425833767,10.58029764,7.467691444,7.372115276
8493,c2h2,+,fo2,->,dioxirane,+,cf,C2-H2-O2-F1,-2.504,4.36432512,5.730821784,10.49953359,5.964065239,11.14742783,8.855337417,10.27594898,-3.468963524,-5.126240762,8.016045771,-12.29196156,-6.57536243,-0.294899935,4.121300987,-3.687266224,2.193252321,-2.485240202,5.456251338,10.92450577,15.04584569,11.97376008,13.07566128
8494,c2h2,+,cloo,->,ketene,+,clo,C2-H2-O2-Cl1,-66.999,0.367036701,2.120150372,5.483133816,5.720208338,7.552380612,6.471372872,9.180902359,-5.464820744,-6.443128096,7.871820862,-7.844629724,-8.037127081,-0.628426365,-3.269575492,-6.240351963,-2.18631281,-6.300434473,3.971910033,3.926413974,7.178781553,4.500675043,4.091127318
8495,c2h2,+,cloo,->,oxirene,+,clo,C2-H2-O2-Cl1,10.391,-0.467993396,1.054787716,3.426271452,1.955324805,3.623330316,2.90717709,7.492580892,-0.777617781,-3.191729833,3.37093148,-6.680128345,-3.080777602,0.628823707,0.419739188,-3.117084754,2.868852259,-2.711162143,4.50648977,6.910661414,11.16705427,7.047946339,6.387836168
8496,c2h2,+,foof,->,h2co,+,f2co,C2-H2-F2-O2,-237.4,2.220086233,3.903185099,14.32636658,0.454440173,8.356294858,2.529288813,2.898521043,-5.427926904,-7.081301515,15.36076317,-16.19171294,-15.67283151,12.17449207,3.332728688,-4.987564949,4.684010747,-3.460419635,23.27544263,19.9915007,28.14512637,24.22850014,24.00666916
8497,c2h2,+,foof,->,t-hcoh,+,f2co,C2-H2-F2-O2,-185.219,2.610372048,4.276905023,10.69850941,-1.008055432,6.785044297,0.740940899,1.928546943,-5.032301758,-6.860419872,15.50605481,-16.82570276,-15.83424031,14.12383758,5.346955423,-3.695882681,5.717440207,-2.082509432,25.51249166,22.03892417,29.68741952,25.79072446,26.18610699
8498,c2h2,+,foof,->,c-hcoh,+,f2co,C2-H2-F2-O2,-180.389,2.753427001,4.405590585,10.53322814,-1.021543608,6.667541205,0.68984835,1.915368339,-4.569557103,-6.287832481,14.80892979,-16.49414098,-15.82479518,14.20497132,5.423587718,-3.505947451,5.837082703,-1.85263548,25.40667964,21.59410914,29.39682525,25.61289728,25.97367515
8499,c2h2,+,foof,->,ketene,+,f2o,C2-H2-F2-O2,-69.348,1.048273231,2.183205407,5.822438381,1.259284788,4.812213293,1.845449058,3.703445787,-6.323627779,-7.509063176,10.79160854,-12.90707585,-7.329092624,1.11351315,-0.892509411,-6.550760733,-1.794154892,-6.306835651,6.768751894,6.712326572,10.00957152,8.021121247,7.921473208
8500,c2h2,+,foof,->,formic,+,cf2,C2-H2-F2-O2,-202.787,2.418801121,4.086335414,10.7108432,-0.747930425,6.724057276,0.97241583,1.628150548,-4.751110066,-6.286451088,15.02112651,-15.73146889,-13.00046883,13.86032519,5.359395561,-3.364523914,5.896947007,-1.304657506,24.59069231,21.18091445,28.46853095,24.92840528,25.25063025
8501,c2h2,+,foof,->,glyoxal,+,f2,C2-H2-F2-O2,-116.249,1.646916605,2.784361908,7.166219539,-2.038410539,3.250645806,-0.748251045,0.349606609,-1.314025264,-3.35778557,7.136610163,-9.252045683,-2.827641664,10.28582529,8.627684423,-0.726197523,4.864859479,0.435516152,18.28786563,18.15154729,21.37312673,20.44104509,20.50423986
8502,c2h2,+,foof,->,oxirene,+,f2o,C2-H2-F2-O2,8.042,0.213243134,1.117842751,3.765576017,-2.505598746,0.883162997,-1.718746724,2.01512432,-1.636424816,-4.257664912,6.290719152,-11.74257447,-2.372743145,2.370763222,2.796805269,-3.427493524,3.261010177,-2.71756332,7.303331631,9.696574012,13.99784424,10.56839254,10.21818206
8503,c2h2,+,foof,->,hooh,+,fccf,C2-H2-F2-O2,-97.282,1.11830473,2.49557726,10.4492865,-0.557558747,5.863597293,1.075973568,2.834791803,-2.819578591,-2.981430495,11.2098569,-16.99656185,-13.40065778,14.73719271,5.034927406,-3.235560485,5.614428458,-1.264235351,24.4136188,20.78225485,25.46980159,22.12154138,22.06987781
8504,c2h2,+,foof,->,cf2,+,dioxirane,C2-H2-F2-O2,-110.917,2.559438907,3.906989977,8.419544149,-2.633484568,3.747511378,-1.072291734,2.242345839,-2.409240042,-5.518891681,11.01315528,-15.00109233,-9.434785973,6.956949033,5.740890554,-3.810927022,6.56677322,-1.521532707,15.68780163,17.79380767,25.82268989,21.15013816,21.35706823
8505,c2h2,+,o3,->,h2co,+,co2,C2-H2-O3,-211.846,2.743392167,4.419013303,0.433761853,2.471555426,6.601279006,2.193191587,5.176831426,-12.20874534,-12.49825627,17.9705627,-18.53634579,-20.54619248,-0.144478154,-3.68437709,-11.48921661,-6.362090364,-9.310390961,7.036608569,6.034870406,8.763504365,8.676451089,8.987142602
8506,c2h2,+,o3,->,t-hcoh,+,co2,C2-H2-O3,-159.665,3.133677983,4.792733227,-3.194095317,1.00905982,5.030028446,0.404843673,4.206857327,-11.81312019,-12.27737463,18.11585434,-19.17033561,-20.70760128,1.804867356,-1.670150355,-10.19753434,-5.328660904,-7.932480758,9.273657605,8.082293872,10.30579751,10.23867541,11.16658043
8507,c2h2,+,o3,->,c-hcoh,+,co2,C2-H2-O3,-154.835,3.276732935,4.921418789,-3.359376586,0.995571645,4.912525353,0.353751123,4.193678723,-11.35037554,-11.70478724,17.41872932,-18.83877383,-20.69815615,1.886001093,-1.59351806,-10.00759911,-5.209018408,-7.702606806,9.167845586,7.637478843,10.01520324,10.06084823,10.95414859
8508,c2h2,+,o3,->,ketene,+,o2,C2-H2-O3,-101.333,2.791795413,4.285981227,6.209115519,5.373357535,8.032281029,3.989945496,5.936592452,-18.70134805,-19.5386112,23.83575252,-21.84295222,-17.51849424,-9.639714172,-11.95435295,-17.58934076,-13.59655857,-18.40470251,-2.911107769,-5.122394814,-0.085985703,-1.622713069,-1.486099721
8509,c2h2,+,o3,->,formic,+,co,C2-H2-O3,-208.673,3.401122597,5.169817713,-2.093886644,-0.897466775,3.890378071,-1.118486429,2.275336488,-9.774027424,-9.450063978,17.52461649,-18.88605461,-12.04638622,7.120714081,3.443624741,-7.116136597,-1.384046441,-3.699463838,15.484616,14.90334771,15.99734499,16.58967775,17.53914502
8510,c2h2,+,o3,->,cch,+,c-hooo,C2-H2-O3,53.701,1.626578714,2.373670315,-21.10544226,-2.959370905,-4.244089544,-6.20786049,-1.320430451,-9.279701838,-7.368316994,11.4910335,-13.61204957,-7.883211922,-6.164711248,-2.69091938,-6.759847223,-7.17448309,-8.808887638,-3.398699393,-1.418410174,-2.020546705,-2.121159752,-1.02424444
8511,c2h2,+,o3,->,cch,+,t-hooo,C2-H2-O3,53.493,1.033024313,1.542370851,-22.38917762,-5.768341683,-9.619516646,-10.87029491,-3.591760183,-7.969800952,-5.773484978,9.223257163,-11.27546655,-7.037365785,-6.235880051,-2.470625023,-5.81830312,-6.965400064,-7.875206023,-4.167424224,-2.487724222,-3.312280228,-3.005158697,-1.848579164
8512,c2h2,+,o3,->,co,+,dioxirane,C2-H2-O3,-116.803,3.541760384,4.990472275,-4.385185699,-2.783020918,0.913832173,-3.163193993,2.889531778,-7.4321574,-8.682504571,13.51664526,-18.15567805,-8.480703365,0.217337928,3.825119734,-7.562539705,-0.714220228,-3.916339038,6.581725324,11.51624093,13.35150393,12.81141063,13.645583
8513,c2h2,+,o3,->,oxirene,+,o2,C2-H2-O3,-23.943,1.956765316,3.220618571,4.152253154,1.608474001,4.103230733,0.425749713,4.248270986,-14.01414509,-16.28721293,19.33486314,-20.67845084,-12.56214476,-8.3824641,-8.265038271,-14.46607355,-8.541393499,-14.81543018,-2.376528032,-2.138147374,3.902287014,0.924558227,0.810609129
8514,h2co,+,h2cn,->,t-hcoh,+,hcnh,H4-O1-C2-N1,59.681,0.029047462,0.031150823,-0.207611107,-0.321342444,-0.296786737,-0.131216483,-0.39908816,1.155938407,1.519144164,-0.720642047,-0.710295107,0.765084813,3.040737099,0.249758264,1.65499362,1.540349161,1.71437552,2.725776826,0.720301458,0.705491115,0.187511472,0.539729569
8515,h2co,+,h2cn,->,c-hcoh,+,hcnh,H4-O1-C2-N1,64.511,0.172102415,0.159836385,-0.372892376,-0.33483062,-0.414289829,-0.182309033,-0.412266764,1.618683062,2.091731555,-1.417767066,-0.378733331,0.774529941,3.121870836,0.326390559,1.84492885,1.659991657,1.944249472,2.619964806,0.275486429,0.414896847,0.009684291,0.327297726
8516,h2co,+,ketene,->,t-hcoh,+,oxirene,H4-O2-C3,129.571,-0.444744281,-0.691642732,-5.684719534,-5.227379139,-5.500300857,-5.352543696,-2.658295566,5.08282811,3.472279907,-4.355597741,0.530511562,4.794940682,3.206595582,5.703541415,4.414949477,6.08859453,4.967182533,2.771628773,5.031670906,5.530565862,4.109495615,4.476146677
8517,h2co,+,ketene,->,c-hcoh,+,oxirene,H4-O2-C3,134.401,-0.301689328,-0.56295717,-5.850000803,-5.240867315,-5.617803949,-5.403636246,-2.67147417,5.545572764,4.044867298,-5.052722761,0.862073338,4.804385811,3.287729319,5.78017371,4.604884707,6.208237026,5.197056486,2.665816753,4.586855877,5.239971594,3.931668433,4.263714834
8518,h2co,+,formic,->,t-hcoh,+,dioxirane,H4-O3-C2,144.051,0.530923603,0.194374486,-5.919156225,-3.348049749,-4.547796459,-3.833055478,-0.355778809,2.737495171,0.988441051,-3.862679589,0.096386746,3.404274055,-4.954030643,2.395721728,0.84527916,1.703255673,1.161035003,-6.665841639,-1.339683312,-1.103547915,-2.216042806,-1.714124196
8519,h2co,+,formic,->,c-hcoh,+,dioxirane,H4-O3-C2,148.881,0.673978555,0.323060049,-6.084437494,-3.361537925,-4.665299551,-3.884148028,-0.368957413,3.200239826,1.561028442,-4.559804609,0.427948521,3.413719184,-4.872896906,2.472354023,1.035214391,1.822898169,1.390908955,-6.771653659,-1.78449834,-1.394142183,-2.393869987,-1.92655604
